Period (s),PositionError (mm)
0.692224,0.000005
0.692736,0.000000
0.693248,0.000000
0.693760,0.000005
0.694272,0.000010
0.694784,0.000010
0.695296,0.000010
0.695808,0.000000
0.696320,-0.000005
0.696832,-0.000005
0.697344,-0.000005
0.697856,0.000000
0.698368,0.000005
0.698880,0.000005
0.699392,0.000005
0.699904,0.000000
0.700416,0.000000
0.700928,-0.000005
0.701440,-0.000005
0.701952,0.000000
0.702464,0.000010
0.702976,0.000010
0.703488,0.000000
0.704000,-0.000005
0.704512,-0.000010
0.705024,-0.000005
0.705536,0.000000
0.706048,0.000005
0.706560,0.000005
0.707072,0.000000
0.707584,0.000000
0.708096,-0.000005
0.708608,-0.000005
0.709120,-0.000005
0.709632,0.000000
0.710144,0.000000
0.710656,0.000000
0.711168,0.000005
0.711680,-0.000005
0.712192,-0.000010
0.712704,-0.000010
0.713216,-0.000010
0.713728,0.000005
0.714240,0.000010
0.714752,0.000005
0.715264,0.000005
0.715776,-0.000005
0.716288,-0.000010
0.716800,-0.000005
0.717312,0.000005
0.717824,0.000005
0.718336,0.000005
0.718848,0.000000
0.719360,-0.000005
0.719872,-0.000010
0.720384,-0.000010
0.720896,0.000000
0.721408,0.000005
0.721920,-0.000005
0.722432,-0.000005
0.722944,-0.000005
0.723456,-0.000005
0.723968,-0.000005
0.724480,0.000000
0.724992,0.000000
0.725504,-0.000010
0.726016,-0.000010
0.726528,-0.000010
0.727040,0.000000
0.727552,0.000000
0.728064,0.000000
0.728576,0.000000
0.729088,0.000000
0.729600,-0.000005
0.730112,-0.000005
0.730624,-0.000005
0.731136,-0.000005
0.731648,0.000000
0.732160,0.000000
0.732672,0.000000
0.733184,0.000000
0.733696,-0.000010
0.734208,-0.000010
0.734720,-0.000010
0.735232,0.000000
0.735744,0.000010
0.736256,0.000010
0.736768,0.000005
0.737280,0.000000
0.737792,-0.000005
0.738304,-0.000005
0.738816,0.000000
0.739328,0.000005
0.739840,0.000005
0.740352,0.000005
0.740864,0.000000
0.741376,0.000000
0.741888,0.000000
0.742400,0.000000
0.742912,0.000000
0.743424,0.000005
0.743936,0.000010
0.744448,0.000010
0.744960,0.000005
0.745472,0.000005
0.745984,0.000000
0.746496,0.000000
0.747008,0.000000
0.747520,0.000000
0.748032,0.000000
0.748544,0.000000
0.749056,0.000000
0.749568,-0.000005
0.750080,-0.000005
0.750592,0.000000
0.751104,0.000005
0.751616,0.000005
0.752128,0.000005
0.752640,0.000000
0.753152,-0.000005
0.753664,-0.000005
0.754176,-0.000005
0.754688,0.000005
0.755200,0.000005
0.755712,0.000005
0.756224,0.000005
0.756736,0.000000
0.757248,-0.000005
0.757760,-0.000010
0.758272,-0.000010
0.758784,0.000000
0.759296,0.000000
0.759808,0.000005
0.760320,0.000000
0.760832,-0.000005
0.761344,-0.000005
0.761856,0.000000
0.762368,0.000000
0.762880,0.000005
0.763392,0.000005
0.763904,0.000005
0.764416,0.000000
0.764928,-0.000005
0.765440,-0.000005
0.765952,0.000000
0.766464,0.000005
0.766976,0.000010
0.767488,0.000005
0.768000,0.000000
0.768512,-0.000005
0.769024,-0.000005
0.769536,0.000000
0.770048,0.000005
0.770560,0.000005
0.771072,0.000005
0.771584,-0.000005
0.772096,-0.000005
0.772608,-0.000005
0.773120,0.000000
0.773632,0.000005
0.774144,0.000005
0.774656,0.000005
0.775168,0.000000
0.775680,-0.000005
0.776192,-0.000005
0.776704,-0.000005
0.777216,0.000000
0.777728,0.000000
0.778240,0.000000
0.778752,0.000000
0.779264,-0.000005
0.779776,-0.000005
0.780288,-0.000005
0.780800,0.000000
0.781312,0.000005
0.781824,0.000000
0.782336,-0.000005
0.782848,-0.000005
0.783360,-0.000005
0.783872,0.000000
0.784384,0.000000
0.784896,0.000010
0.785408,0.000010
0.785920,0.000000
0.786432,-0.000005
0.786944,-0.000005
0.787456,0.000000
0.787968,0.000005
0.788480,0.000010
0.788992,0.000010
0.789504,0.000005
0.790016,-0.000005
0.790528,-0.000010
0.791040,-0.000010
0.791552,0.000000
0.792064,0.000010
0.792576,0.000010
0.793088,0.000005
0.793600,0.000000
0.794112,-0.000005
0.794624,0.000000
0.795136,0.000005
0.795648,0.000005
0.796160,0.000005
0.796672,0.000005
0.797184,0.000000
0.797696,0.000000
0.798208,0.000000
0.798720,0.000000
0.799232,0.000000
0.799744,0.000000
0.800256,0.000000
0.800768,0.000000
0.801280,0.000000
0.801792,0.000000
0.802304,0.000000
0.802816,0.000000
0.803328,0.000000
0.803840,0.000000
0.804352,0.000005
0.804864,0.000005
0.805376,0.000005
0.805888,0.000005
0.806400,0.000000
0.806912,0.000000
0.807424,0.000000
0.807936,0.000000
0.808448,0.000000
0.808960,0.000000
0.809472,-0.000005
0.809984,-0.000005
0.810496,-0.000005
0.811008,0.000000
0.811520,0.000005
0.812032,0.000005
0.812544,0.000005
0.813056,-0.000005
0.813568,-0.000010
0.814080,-0.000010
0.814592,-0.000005
0.815104,0.000000
0.815616,0.000005
0.816128,0.000005
0.816640,0.000000
0.817152,-0.000005
0.817664,-0.000005
0.818176,-0.000005
0.818688,0.000000
0.819200,0.000000
0.819712,0.000000
0.820224,-0.000005
0.820736,-0.000005
0.821248,-0.000005
0.821760,0.000000
0.822272,0.000000
0.822784,0.000000
0.823296,0.000000
0.823808,0.000000
0.824320,-0.000005
0.824832,-0.000015
0.825344,-0.000005
0.825856,0.000000
0.826368,0.000005
0.826880,0.000005
0.827392,0.000005
0.827904,-0.000005
0.828416,-0.000005
0.828928,-0.000005
0.829440,-0.000005
0.829952,0.000005
0.830464,0.000010
0.830976,0.000010
0.831488,0.000000
0.832000,-0.000005
0.832512,-0.000005
0.833024,0.000005
0.833536,0.000010
0.834048,0.000010
0.834560,0.000010
0.835072,0.000005
0.835584,0.000000
0.836096,0.000000
0.836608,0.000000
0.837120,0.000005
0.837632,0.000005
0.838144,0.000005
0.838656,0.000005
0.839168,0.000010
0.839680,0.000010
0.840192,0.000005
0.840704,0.000005
0.841216,0.000000
0.841728,0.000000
0.842240,0.000005
0.842752,0.000005
0.843264,0.000005
0.843776,0.000005
0.844288,0.000000
0.844800,0.000000
0.845312,0.000000
0.845824,0.000005
0.846336,0.000005
0.846848,0.000005
0.847360,0.000000
0.847872,0.000000
0.848384,0.000000
0.848896,0.000000
0.849408,0.000000
0.849920,0.000000
0.850432,0.000000
0.850944,-0.000005
0.851456,-0.000005
0.851968,-0.000005
0.852480,-0.000005
0.852992,-0.000005
0.853504,-0.000005
0.854016,0.000000
0.854528,0.000000
0.855040,-0.000005
0.855552,-0.000010
0.856064,-0.000010
0.856576,0.000000
0.857088,0.000000
0.857600,0.000000
0.858112,0.000000
0.858624,0.000000
0.859136,0.000000
0.859648,0.000000
0.860160,0.000000
0.860672,0.000000
0.861184,0.000000
0.861696,-0.000005
0.862208,-0.000005
0.862720,0.000005
0.863232,0.000010
0.863744,0.000005
0.864256,0.000005
0.864768,-0.000005
0.865280,-0.000005
0.865792,-0.000005
0.866304,0.000000
0.866816,0.000000
0.867328,0.000000
0.867840,0.000005
0.868352,0.000005
0.868864,0.000000
0.869376,0.000000
0.869888,0.000000
0.870400,0.000000
0.870912,0.000000
0.871424,0.000000
0.871936,0.000000
0.872448,0.000000
0.872960,0.000000
0.873472,0.000005
0.873984,0.000005
0.874496,0.000005
0.875008,0.000000
0.875520,0.000000
0.876032,0.000000
0.876544,0.000005
0.877056,0.000005
0.877568,0.000005
0.878080,0.000005
0.878592,0.000000
0.879104,0.000000
0.879616,0.000000
0.880128,0.000000
0.880640,0.000005
0.881152,0.000000
0.881664,0.000005
0.882176,0.000000
0.882688,0.000000
0.883200,0.000000
0.883712,0.000000
0.884224,0.000000
0.884736,0.000000
0.885248,0.000000
0.885760,0.000000
0.886272,0.000000
0.886784,0.000000
0.887296,0.000000
0.887808,0.000005
0.888320,0.000005
0.888832,0.000000
0.889344,0.000000
0.889856,0.000000
0.890368,-0.000005
0.890880,-0.000005
0.891392,-0.000005
0.891904,0.000000
0.892416,0.000005
0.892928,0.000005
0.893440,0.000000
0.893952,-0.000005
0.894464,-0.000010
0.894976,-0.000005
0.895488,0.000005
0.896000,0.000005
0.896512,0.000005
0.897024,-0.000005
0.897536,-0.000005
0.898048,-0.000005
0.898560,-0.000005
0.899072,0.000005
0.899584,0.000005
0.900096,0.000000
0.900608,0.000000
0.901120,-0.000005
0.901632,-0.000005
0.902144,-0.000005
0.902656,0.000000
0.903168,0.000005
0.903680,0.000005
0.904192,0.000000
0.904704,0.000000
0.905216,-0.000005
0.905728,-0.000005
0.906240,-0.000005
0.906752,0.000000
0.907264,0.000005
0.907776,0.000000
0.908288,-0.000005
0.908800,-0.000010
0.909312,-0.000010
0.909824,-0.000005
0.910336,0.000000
0.910848,0.000005
0.911360,0.000005
0.911872,0.000000
0.912384,-0.000005
0.912896,-0.000005
0.913408,-0.000005
0.913920,-0.000005
0.914432,0.000000
0.914944,0.000000
0.915456,0.000005
0.915968,0.000000
0.916480,-0.000005
0.916992,-0.000005
0.917504,-0.000005
0.918016,0.000000
0.918528,0.000000
0.919040,0.000005
0.919552,0.000000
0.920064,-0.000005
0.920576,-0.000015
0.921088,-0.000010
0.921600,-0.000005
0.922112,0.000000
0.922624,0.000000
0.923136,-0.000005
0.923648,-0.000010
0.924160,-0.000015
0.924672,-0.000010
0.925184,-0.000005
0.925696,-0.000005
0.926208,0.000000
0.926720,0.000000
0.927232,-0.000005
0.927744,-0.000005
0.928256,-0.000005
0.928768,-0.000005
0.929280,-0.000005
0.929792,0.000000
0.930304,0.000000
0.930816,0.000000
0.931328,-0.000005
0.931840,-0.000005
0.932352,-0.000005
0.932864,-0.000005
0.933376,0.000000
0.933888,0.000005
0.934400,0.000005
0.934912,0.000000
0.935424,-0.000010
0.935936,-0.000010
0.936448,-0.000005
0.936960,0.000005
0.937472,0.000005
0.937984,0.000005
0.938496,0.000000
0.939008,0.000000
0.939520,-0.000005
0.940032,-0.000005
0.940544,-0.000005
0.941056,-0.000005
0.941568,0.000000
0.942080,0.000000
0.942592,0.000000
0.943104,0.000000
0.943616,0.000000
0.944128,0.000000
0.944640,-0.000005
0.945152,-0.000005
0.945664,-0.000005
0.946176,0.000000
0.946688,0.000000
0.947200,0.000010
0.947712,0.000005
0.948224,0.000005
0.948736,0.000000
0.949248,0.000000
0.949760,0.000000
0.950272,0.000000
0.950784,0.000000
0.951296,0.000000
0.951808,-0.000005
0.952320,-0.000005
0.952832,0.000000
0.953344,0.000005
0.953856,0.000005
0.954368,0.000005
0.954880,0.000005
0.955392,-0.000005
0.955904,-0.000005
0.956416,0.000000
0.956928,0.000005
0.957440,0.000005
0.957952,0.000000
0.958464,0.000000
0.958976,0.000000
0.959488,0.000000
0.960000,0.000000
0.960512,0.000005
0.961024,0.000005
0.961536,0.000000
0.962048,0.000005
0.962560,0.000005
0.963072,0.000005
0.963584,0.000010
0.964096,0.000005
0.964608,0.000005
0.965120,0.000005
0.965632,0.000005
0.966144,0.000005
0.966656,0.000005
0.967168,0.000000
0.967680,0.000000
0.968192,0.000000
0.968704,0.000000
0.969216,0.000005
0.969728,0.000005
0.970240,0.000005
0.970752,0.000005
0.971264,0.000005
0.971776,0.000005
0.972288,0.000005
0.972800,0.000005
0.973312,0.000005
0.973824,0.000000
0.974336,0.000000
0.974848,0.000000
0.975360,0.000000
0.975872,0.000000
0.976384,0.000000
0.976896,0.000000
0.977408,0.000000
0.977920,0.000000
0.978432,0.000000
0.978944,0.000000
0.979456,0.000000
0.979968,-0.000005
0.980480,-0.000005
0.980992,-0.000005
0.981504,0.000000
0.982016,0.000000
0.982528,0.000005
0.983040,-0.000005
0.983552,-0.000005
0.984064,-0.000010
0.984576,0.000000
0.985088,0.000010
0.985600,0.000005
0.986112,0.000005
0.986624,0.000000
0.987136,-0.000005
0.987648,0.000000
0.988160,0.000000
0.988672,0.000005
0.989184,0.000005
0.989696,0.000005
0.990208,-0.000005
0.990720,-0.000005
0.991232,-0.000005
0.991744,-0.000005
0.992256,-0.000005
0.992768,-0.000005
0.993280,0.000005
0.993792,0.000005
0.994304,0.000005
0.994816,0.000000
0.995328,0.000000
0.995840,0.000000
0.996352,0.000000
0.996864,0.000000
0.997376,0.000010
0.997888,0.000005
0.998400,0.000005
0.998912,0.000000
0.999424,0.000000
0.999936,0.000000
1.000448,0.000005
1.000960,0.000005
1.001472,0.000005
1.001984,-0.000005
1.002496,-0.000005
1.003008,-0.000005
1.003520,-0.000005
1.004032,0.000000
1.004544,0.000005
1.005056,0.000005
1.005568,0.000005
1.006080,0.000000
1.006592,-0.000005
1.007104,-0.000005
1.007616,-0.000005
1.008128,-0.000005
1.008640,0.000005
1.009152,0.000005
1.009664,0.000005
1.010176,-0.000010
1.010688,-0.000015
1.011200,-0.000015
1.011712,-0.000005
1.012224,0.000000
1.012736,0.000000
1.013248,-0.000005
1.013760,-0.000010
1.014272,-0.000015
1.014784,0.000000
1.015296,0.000000
1.015808,0.000000
1.016320,0.000000
1.016832,0.000000
1.017344,-0.000005
1.017856,-0.000005
1.018368,-0.000005
1.018880,-0.000005
1.019392,0.000000
1.019904,0.000000
1.020416,0.000005
1.020928,0.000005
1.021440,-0.000005
1.021952,-0.000005
1.022464,-0.000005
1.022976,-0.000005
1.023488,0.000005
1.024000,0.000005
1.024512,0.000005
1.025024,0.000000
1.025536,-0.000005
1.026048,-0.000005
1.026560,0.000000
1.027072,0.000005
1.027584,0.000005
1.028096,0.000005
1.028608,0.000000
1.029120,0.000000
1.029632,-0.000010
1.030144,-0.000010
1.030656,0.000000
1.031168,0.000000
1.031680,0.000000
1.032192,0.000000
1.032704,0.000000
1.033216,0.000000
1.033728,0.000000
1.034240,0.000000
1.034752,-0.000005
1.035264,0.000000
1.035776,0.000000
1.036288,0.000005
1.036800,0.000005
1.037312,0.000000
1.037824,0.000000
1.038336,-0.000005
1.038848,-0.000005
1.039360,0.000000
1.039872,0.000005
1.040384,0.000005
1.040896,0.000000
1.041408,-0.000005
1.041920,-0.000005
1.042432,0.000000
1.042944,0.000005
1.043456,0.000005
1.043968,0.000005
1.044480,0.000000
1.044992,-0.000005
1.045504,0.000000
1.046016,0.000005
1.046528,0.000010
1.047040,0.000010
1.047552,0.000005
1.048064,0.000000
1.048576,-0.000005
1.049088,0.000000
1.049600,0.000010
1.050112,0.000010
1.050624,0.000005
1.051136,0.000000
1.051648,-0.000005
1.052160,-0.000005
1.052672,0.000000
1.053184,0.000005
1.053696,0.000005
1.054208,0.000005
1.054720,0.000005
1.055232,0.000005
1.055744,-0.000005
1.056256,-0.000005
1.056768,0.000000
1.057280,0.000000
1.057792,0.000005
1.058304,0.000010
1.058816,0.000005
1.059328,0.000000
1.059840,-0.000010
1.060352,-0.000005
1.060864,0.000005
1.061376,0.000005
1.061888,0.000005
1.062400,0.000000
1.062912,-0.000005
1.063424,-0.000010
1.063936,0.000005
1.064448,0.000010
1.064960,0.000010
1.065472,0.000010
1.065984,0.000005
1.066496,0.000000
1.067008,0.000000
1.067520,-0.000005
1.068032,0.000000
1.068544,0.000000
1.069056,0.000005
1.069568,0.000005
1.070080,0.000005
1.070592,0.000000
1.071104,0.000000
1.071616,-0.000005
1.072128,0.000000
1.072640,0.000000
1.073152,0.000000
1.073664,0.000005
1.074176,0.000000
1.074688,-0.000005
1.075200,-0.000005
1.075712,-0.000005
1.076224,0.000000
1.076736,0.000005
1.077248,0.000005
1.077760,0.000000
1.078272,0.000000
1.078784,0.000000
1.079296,0.000000
1.079808,0.000000
1.080320,-0.000005
1.080832,-0.000005
1.081344,0.000000
1.081856,0.000000
1.082368,0.000000
1.082880,-0.000005
1.083392,-0.000005
1.083904,0.000000
1.084416,0.000000
1.084928,0.000005
1.085440,0.000005
1.085952,0.000005
1.086464,-0.000005
1.086976,-0.000010
1.087488,-0.000010
1.088000,-0.000005
1.088512,0.000005
1.089024,0.000005
1.089536,0.000000
1.090048,0.000000
1.090560,-0.000005
1.091072,-0.000005
1.091584,-0.000005
1.092096,0.000000
1.092608,0.000000
1.093120,0.000000
1.093632,0.000000
1.094144,-0.000010
1.094656,-0.000005
1.095168,0.000000
1.095680,0.000005
1.096192,0.000005
1.096704,0.000005
1.097216,0.000000
1.097728,0.000000
1.098240,-0.000005
1.098752,-0.000005
1.099264,-0.000005
1.099776,0.000000
1.100288,0.000005
1.100800,0.000005
1.101312,0.000005
1.101824,0.000005
1.102336,0.000000
1.102848,-0.000005
1.103360,0.000000
1.103872,0.000000
1.104384,0.000005
1.104896,0.000005
1.105408,0.000000
1.105920,0.000000
1.106432,-0.000005
1.106944,0.000000
1.107456,0.000000
1.107968,0.000005
1.108480,0.000005
1.108992,0.000005
1.109504,0.000005
1.110016,0.000000
1.110528,0.000000
1.111040,-0.000005
1.111552,-0.000005
1.112064,0.000000
1.112576,0.000010
1.113088,0.000010
1.113600,0.000000
1.114112,0.000000
1.114624,0.000000
1.115136,0.000000
1.115648,0.000000
1.116160,0.000000
1.116672,0.000005
1.117184,0.000005
1.117696,0.000000
1.118208,-0.000005
1.118720,-0.000005
1.119232,0.000000
1.119744,0.000005
1.120256,0.000005
1.120768,0.000000
1.121280,0.000000
1.121792,-0.000010
1.122304,-0.000010
1.122816,-0.000010
1.123328,0.000000
1.123840,0.000005
1.124352,0.000005
1.124864,0.000005
1.125376,-0.000005
1.125888,-0.000010
1.126400,-0.000015
1.126912,-0.000015
1.127424,-0.000010
1.127936,0.000000
1.128448,0.000000
1.128960,-0.000005
1.129472,-0.000010
1.129984,-0.000010
1.130496,-0.000010
1.131008,0.000000
1.131520,0.000000
1.132032,-0.000005
1.132544,-0.000005
1.133056,-0.000010
1.133568,-0.000005
1.134080,0.000000
1.134592,-0.000005
1.135104,-0.000010
1.135616,-0.000010
1.136128,-0.000010
1.136640,0.000000
1.137152,0.000000
1.137664,0.000000
1.138176,0.000000
1.138688,-0.000005
1.139200,-0.000005
1.139712,-0.000005
1.140224,-0.000005
1.140736,0.000005
1.141248,0.000005
1.141760,0.000005
1.142272,0.000000
1.142784,-0.000005
1.143296,0.000000
1.143808,0.000000
1.144320,0.000005
1.144832,0.000005
1.145344,0.000005
1.145856,0.000000
1.146368,0.000000
1.146880,0.000000
1.147392,0.000000
1.147904,0.000000
1.148416,0.000000
1.148928,0.000000
1.149440,0.000000
1.149952,0.000000
1.150464,0.000000
1.150976,-0.000005
1.151488,-0.000005
1.152000,0.000000
1.152512,0.000005
1.153024,0.000010
1.153536,0.000005
1.154048,-0.000005
1.154560,-0.000005
1.155072,-0.000005
1.155584,0.000000
1.156096,0.000000
1.156608,0.000000
1.157120,0.000000
1.157632,0.000000
1.158144,-0.000005
1.158656,-0.000005
1.159168,-0.000005
1.159680,-0.000005
1.160192,0.000010
1.160704,0.000005
1.161216,0.000000
1.161728,-0.000010
1.162240,-0.000010
1.162752,-0.000005
1.163264,-0.000005
1.163776,0.000000
1.164288,0.000000
1.164800,0.000000
1.165312,0.000000
1.165824,0.000000
1.166336,0.000000
1.166848,0.000000
1.167360,0.000005
1.167872,0.000010
1.168384,0.000005
1.168896,0.000000
1.169408,-0.000005
1.169920,-0.000005
1.170432,0.000000
1.170944,0.000010
1.171456,0.000010
1.171968,0.000010
1.172480,0.000005
1.172992,0.000000
1.173504,0.000000
1.174016,0.000000
1.174528,0.000000
1.175040,0.000000
1.175552,0.000000
1.176064,0.000005
1.176576,0.000005
1.177088,0.000005
1.177600,0.000005
1.178112,0.000005
1.178624,0.000000
1.179136,0.000000
1.179648,0.000005
1.180160,0.000005
1.180672,0.000005
1.181184,0.000005
1.181696,0.000005
1.182208,0.000000
1.182720,0.000000
1.183232,0.000005
1.183744,0.000005
1.184256,0.000005
1.184768,0.000005
1.185280,0.000005
1.185792,0.000005
1.186304,0.000000
1.186816,0.000000
1.187328,0.000005
1.187840,0.000005
1.188352,0.000010
1.188864,0.000010
1.189376,0.000005
1.189888,0.000000
1.190400,-0.000005
1.190912,0.000000
1.191424,0.000000
1.191936,0.000005
1.192448,0.000005
1.192960,0.000000
1.193472,0.000000
1.193984,0.000000
1.194496,0.000000
1.195008,0.000005
1.195520,0.000005
1.196032,0.000005
1.196544,0.000005
1.197056,0.000000
1.197568,0.000000
1.198080,0.000000
1.198592,0.000000
1.199104,0.000000
1.199616,0.000000
1.200128,0.000005
1.200640,0.000000
1.201152,0.000000
1.201664,0.000000
1.202176,-0.000005
1.202688,-0.000005
1.203200,0.000005
1.203712,0.000010
1.204224,0.000005
1.204736,0.000005
1.205248,-0.000005
1.205760,-0.000005
1.206272,-0.000005
1.206784,0.000005
1.207296,0.000005
1.207808,0.000005
1.208320,0.000005
1.208832,-0.000005
1.209344,-0.000005
1.209856,0.000000
1.210368,0.000005
1.210880,0.000005
1.211392,0.000000
1.211904,-0.000005
1.212416,-0.000005
1.212928,-0.000005
1.213440,0.000000
1.213952,0.000000
1.214464,0.000000
1.214976,0.000000
1.215488,-0.000005
1.216000,-0.000005
1.216512,-0.000005
1.217024,-0.000005
1.217536,0.000005
1.218048,0.000005
1.218560,0.000005
1.219072,-0.000005
1.219584,-0.000010
1.220096,-0.000010
1.220608,-0.000005
1.221120,0.000000
1.221632,0.000000
1.222144,0.000000
1.222656,-0.000005
1.223168,-0.000005
1.223680,-0.000005
1.224192,0.000000
1.224704,0.000005
1.225216,0.000000
1.225728,0.000000
1.226240,-0.000010
1.226752,-0.000010
1.227264,-0.000005
1.227776,0.000000
1.228288,0.000000
1.228800,0.000000
1.229312,0.000000
1.229824,-0.000010
1.230336,-0.000010
1.230848,-0.000010
1.231360,-0.000005
1.231872,-0.000005
1.232384,-0.000005
1.232896,0.000000
1.233408,0.000000
1.233920,-0.000005
1.234432,-0.000005
1.234944,-0.000010
1.235456,-0.000005
1.235968,0.000000
1.236480,0.000005
1.236992,0.000005
1.237504,0.000000
1.238016,-0.000010
1.238528,-0.000010
1.239040,-0.000005
1.239552,0.000000
1.240064,0.000005
1.240576,0.000005
1.241088,-0.000005
1.241600,-0.000005
1.242112,-0.000005
1.242624,-0.000005
1.243136,0.000000
1.243648,0.000010
1.244160,0.000010
1.244672,0.000000
1.245184,-0.000005
1.245696,-0.000005
1.246208,0.000000
1.246720,0.000000
1.247232,0.000005
1.247744,0.000005
1.248256,0.000000
1.248768,-0.000005
1.249280,-0.000005
1.249792,0.000000
1.250304,0.000005
1.250816,0.000005
1.251328,0.000005
1.251840,0.000000
1.252352,-0.000005
1.252864,-0.000005
1.253376,-0.000005
1.253888,0.000000
1.254400,0.000000
1.254912,0.000000
1.255424,0.000005
1.255936,0.000000
1.256448,-0.000005
1.256960,-0.000005
1.257472,0.000000
1.257984,0.000000
1.258496,0.000005
1.259008,0.000005
1.259520,0.000000
1.260032,0.000000
1.260544,-0.000005
1.261056,-0.000005
1.261568,0.000000
1.262080,0.000000
1.262592,0.000005
1.263104,0.000005
1.263616,0.000005
1.264128,0.000000
1.264640,0.000000
1.265152,-0.000005
1.265664,-0.000005
1.266176,0.000000
1.266688,0.000010
1.267200,0.000010
1.267712,0.000010
1.268224,0.000005
1.268736,0.000005
1.269248,0.000000
1.269760,0.000000
1.270272,-0.000005
1.270784,-0.000005
1.271296,0.000000
1.271808,0.000000
1.272320,0.000005
1.272832,0.000005
1.273344,0.000000
1.273856,0.000000
1.274368,0.000000
1.274880,0.000000
1.275392,0.000000
1.275904,0.000000
1.276416,0.000000
1.276928,0.000000
1.277440,0.000000
1.277952,-0.000005
1.278464,0.000000
1.278976,0.000005
1.279488,0.000005
1.280000,0.000005
1.280512,0.000005
1.281024,0.000005
1.281536,0.000005
1.282048,0.000000
1.282560,0.000000
1.283072,0.000010
1.283584,0.000010
1.284096,0.000005
1.284608,0.000000
1.285120,0.000000
1.285632,0.000000
1.286144,0.000000
1.286656,0.000000
1.287168,0.000000
1.287680,0.000000
1.288192,-0.000005
1.288704,-0.000005
1.289216,-0.000005
1.289728,-0.000005
1.290240,0.000005
1.290752,0.000005
1.291264,0.000005
1.291776,0.000000
1.292288,-0.000005
1.292800,-0.000005
1.293312,-0.000010
1.293824,0.000000
1.294336,0.000000
1.294848,0.000005
1.295360,0.000005
1.295872,0.000005
1.296384,-0.000005
1.296896,-0.000005
1.297408,0.000000
1.297920,0.000010
1.298432,0.000010
1.298944,0.000005
1.299456,0.000005
1.299968,0.000000
1.300480,0.000000
1.300992,0.000000
1.301504,0.000000
1.302016,0.000005
1.302528,0.000005
1.303040,0.000005
1.303552,0.000005
1.304064,0.000000
1.304576,0.000000
1.305088,0.000000
1.305600,0.000000
1.306112,0.000000
1.306624,0.000000
1.307136,0.000000
1.307648,0.000000
1.308160,0.000000
1.308672,0.000000
1.309184,0.000000
1.309696,0.000000
1.310208,0.000000
1.310720,-0.000005
1.311232,0.000000
1.311744,0.000000
1.312256,0.000000
1.312768,0.000005
1.313280,0.000000
1.313792,0.000000
1.314304,0.000000
1.314816,0.000000
1.315328,-0.000005
1.315840,-0.000010
1.316352,-0.000005
1.316864,-0.000005
1.317376,0.000000
1.317888,0.000000
1.318400,0.000005
1.318912,0.000005
1.319424,-0.000005
1.319936,-0.000010
1.320448,-0.000010
1.320960,0.000000
1.321472,0.000005
1.321984,0.000005
1.322496,0.000000
1.323008,0.000000
1.323520,0.000000
1.324032,-0.000005
1.324544,-0.000005
1.325056,0.000005
1.325568,0.000005
1.326080,0.000005
1.326592,0.000000
1.327104,0.000000
1.327616,-0.000010
1.328128,-0.000010
1.328640,-0.000005
1.329152,0.000010
1.329664,0.000010
1.330176,0.000005
1.330688,0.000005
1.331200,0.000000
1.331712,0.000000
1.332224,0.000000
1.332736,0.000000
1.333248,0.000000
1.333760,0.000005
1.334272,0.000000
1.334784,0.000000
1.335296,0.000000
1.335808,0.000000
1.336320,0.000005
1.336832,0.000005
1.337344,0.000000
1.337856,0.000000
1.338368,0.000000
1.338880,0.000000
1.339392,-0.000005
1.339904,-0.000005
1.340416,-0.000005
1.340928,0.000000
1.341440,0.000000
1.341952,0.000000
1.342464,0.000000
1.342976,0.000000
1.343488,0.000000
1.344000,-0.000005
1.344512,-0.000005
1.345024,-0.000005
1.345536,0.000000
1.346048,0.000000
1.346560,0.000000
1.347072,0.000000
1.347584,0.000000
1.348096,0.000000
1.348608,-0.000005
1.349120,-0.000010
1.349632,-0.000010
1.350144,-0.000005
1.350656,-0.000005
1.351168,-0.000005
1.351680,-0.000005
1.352192,-0.000005
1.352704,-0.000005
1.353216,-0.000005
1.353728,0.000000
1.354240,0.000000
1.354752,-0.000005
1.355264,-0.000005
1.355776,-0.000005
1.356288,-0.000005
1.356800,0.000000
1.357312,0.000000
1.357824,0.000000
1.358336,-0.000005
1.358848,-0.000005
1.359360,0.000000
1.359872,0.000005
1.360384,0.000005
1.360896,0.000005
1.361408,0.000005
1.361920,-0.000005
1.362432,-0.000005
1.362944,-0.000010
1.363456,-0.000005
1.363968,0.000000
1.364480,0.000010
1.364992,0.000010
1.365504,0.000005
1.366016,0.000005
1.366528,0.000000
1.367040,0.000000
1.367552,-0.000005
1.368064,0.000010
1.368576,0.000015
1.369088,0.000015
1.369600,0.000010
1.370112,0.000000
1.370624,0.000000
1.371136,0.000005
1.371648,0.000010
1.372160,0.000010
1.372672,0.000005
1.373184,0.000005
1.373696,0.000000
1.374208,0.000000
1.374720,0.000005
1.375232,0.000005
1.375744,0.000005
1.376256,0.000000
1.376768,0.000000
1.377280,0.000000
1.377792,0.000000
1.378304,0.000000
1.378816,0.000000
1.379328,0.000000
1.379840,0.000000
1.380352,0.000000
1.380864,0.000000
1.381376,-0.000005
1.381888,0.000000
1.382400,0.000000
1.382912,0.000000
1.383424,0.000000
1.383936,-0.000005
1.384448,-0.000005
1.384960,-0.000005
1.385472,0.000000
1.385984,0.000000
1.386496,0.000000
1.387008,0.000000
